TP_ABRANGENCIA;SG_UF;NM_UE;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;CD_SITUACAO_CANDIDATURA;DS_SITUACAO_CANDIDATURA;CD_DETALHE_SITUACAO_CAND;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;CD_NACIONALIDADE;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;CD_GENERO;DS_GENERO;CD_GRAU_INSTRUCAO;DS_GRAU_INSTRUCAO;CD_ESTADO_CIVIL;DS_ESTADO_CIVIL;CD_COR_RACA;DS_COR_RACA;CD_OCUPACAO;DS_OCUPACAO;CD_SIT_TOT_TURNO;DS_SIT_TOT_TURNO;ST_REELEICAO;VR_DESPESA_CONTRATADA;QT_VOTOS_NOMINAIS;ELEITO
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615686;ELIZABETE MOREIRA DE QUEIROZ;ELIZABETE QUEIROZ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;44;4;FEMININO;7;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;134;ASSISTENTE SOCIAL;5;SUPLENTE;N;;54;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612388;TATIANA DOS SANTOS GOMES FRANCA;TATI GOMES;12;APTO;2;DEFERIDO;COLIGAÇÃO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;Brasília Justa e de mãos limpas;1;BRASILEIRA NATA;37;4;FEMININO;7;ENSINO MÉDIO;3;CASADO(A);3;PARDA;931;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;5;SUPLENTE;N;1499.63;53;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614421;ISRAEL MATOS BATISTA;PROFESSOR ISRAEL;12;APTO;2;DEFERIDO;COLIGAÇÃO;43;PV;PARTIDO VERDE;Brasília de Mãos Limpas;1;BRASILEIRA NATA;36;2;MASCULINO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;266;PROFESSOR DE ENSINO MÉDIO;2;ELEITO POR QP;N;626788.8100000006;67598;sim
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000630009;FERNANDO LUIS CAMPANELLA;CAMPANELLA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;54;PPL;PARTIDO PÁTRIA LIVRE;PARTIDO ISOLADO;1;BRASILEIRA NATA;33;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;257;EMPRESÁRIO;4;NÃO ELEITO;N;4150.749999999998;325;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614524;SERGIO FERNANDO PEDROSO ABOUD;COMANDANTE ABOUD;12;APTO;2;DEFERIDO;COLIGAÇÃO;17;PSL;PARTIDO SOCIAL LIBERAL;PRA FAZER A DIFERENÇA I;1;BRASILEIRA NATA;54;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;921;MILITAR REFORMADO;5;SUPLENTE;N;3172.5;14672;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000607633;MARCELO OTTONI NEPOMUCENO;MARCELO OTTONI;12;APTO;2;DEFERIDO;COLIGAÇÃO;43;PV;PARTIDO VERDE;SUSTENTABILIDADE E TRABALHO;1;BRASILEIRA NATA;39;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;395;BANCÁRIO E ECONOMIÁRIO;5;SUPLENTE;N;12490.01;2555;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000620300;JUAREZ CARLOS DE LIMA OLIVEIRA;JUAREZÃO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;56;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;277;DEPUTADO;5;SUPLENTE;S;110797.4;7102;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621290;CLAUDIO AARON RIBEIRO;PROFESSOR AARON;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;1;BRASILEIRA NATA;52;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;235;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;4;NÃO ELEITO;N;12000.0;908;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614521;NELSON TADEU FILIPPELLI;FILIPPELLI;12;APTO;2;DEFERIDO;COLIGAÇÃO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PRA FAZER A DIFERENÇA I;1;BRASILEIRA NATA;69;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;101;ENGENHEIRO;5;SUPLENTE;N;2066141.5599999982;27917;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614455;IVANILDO PEREIRA DUARTE;MAGAL DO POVÃO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;63;2;MASCULINO;4;ENSINO FUNDAMENTAL;1;SOLTEIRO(A);3;PARDA;254;VIGILANTE;5;SUPLENTE;N;14106.94;384;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600757;DIEGO RODRIGUES MATOS;PROF. DIEGO MATOS DA FERCAL;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;29;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;266;PROFESSOR DE ENSINO MÉDIO;5;SUPLENTE;N;;1353;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000620283;ANA PAULA DAMASCENO DE SOUZA;ANINHA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;42;4;FEMININO;8;SUPERIOR COMPLETO;9;SEPARADO;3;PARDA;999;OUTROS;5;SUPLENTE;N;69903.45;236;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608951;MARIA SONEIDE DOS SANTOS FERREIRA;MARIA SONEIDE;12;APTO;2;DEFERIDO;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;59;4;FEMININO;3;ENSINO FUNDAMENTAL;1;SOLTEIRO(A);2;PRETA;999;OUTROS;5;SUPLENTE;N;26600.000000000004;165;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600759;JOSÉ FLÁVIO TEOFILO CARDOSO;FLÁVIO CARDOSO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;46;2;MASCULINO;4;ENSINO FUNDAMENTAL;3;CASADO(A);3;PARDA;169;COMERCIANTE;5;SUPLENTE;N;101.2;294;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600752;RENILSON SANTOS DE ROMA;RENILSON ROMA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;48;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;258;BOMBEIRO MILITAR;5;SUPLENTE;N;4115.4;4677;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601722;HERCULES GOMES RIBEIRO;PROFESSOR HÉRCULES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;142;PROFESSOR DE ENSINO SUPERIOR;5;SUPLENTE;N;;2224;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616377;FRANCISCO VICEMA MEDEIROS;VICEMAR MEDEIROS;12;APTO;2;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;mobilizar pra mudar;1;BRASILEIRA NATA;45;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;171;JORNALISTA E REDATOR;5;SUPLENTE;N;3620.0;889;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614457;JOSÉ WILSON PAZ BORGES;ZÉ WILSON;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;48;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;170;COMERCIÁRIO;5;SUPLENTE;N;13500.0;270;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612418;LIZIANE BEATRIZ DE ARAÚJO BRAUNER;LIZIANE BRAUNER;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília Justa e de mãos limpas;1;BRASILEIRA NATA;33;4;FEMININO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;4414.1;228;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000607617;REGINALDO VERAS COELHO;PROFESSOR REGINALDO VERAS;12;APTO;2;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SUSTENTABILIDADE E TRABALHO;1;BRASILEIRA NATA;45;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;277;DEPUTADO;2;ELEITO POR QP;S;56924.74999999999;27998;sim
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000600743;ROBERTO BATISTA DE LUCENA;DR. ROBERTO LUCENA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;65;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;16191.630000000001;2525;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614423;LEOCLIDES MILTON ARRUDA;LEOCLIDES ARRUDA;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília de Mãos Limpas;1;BRASILEIRA NATA;64;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;131;ADVOGADO;5;SUPLENTE;N;84240.0;1833;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610816;OSVANILDO LOURENSO DA SILVA;OSVANILDO LOURENSO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;60;2;MASCULINO;6;ENSINO MÉDIO;5;VIÚVO(A);2;PRETA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;13.2;145;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612442;ELAINE MOURÃO FERNANDES;MC LANA;12;APTO;2;DEFERIDO;COLIGAÇÃO;35;PMB;PARTIDO DA MULHER BRASILEIRA;RENOVA DF;1;BRASILEIRA NATA;30;4;FEMININO;6;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;163;CANTOR E COMPOSITOR;4;NÃO ELEITO;N;;352;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608946;JOSÉ WILSON GONÇALVES;WILSON GONÇALVES;12;APTO;2;DEFERIDO;COLIGAÇÃO;77;SOLIDARIEDADE;SOLIDARIEDADE;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;41;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;257;EMPRESÁRIO;5;SUPLENTE;N;32950.909999999996;189;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000607639;ULISSES HIGINO DA SILVA FILHO;ULISSES HIGINO;12;APTO;2;DEFERIDO;COLIGAÇÃO;43;PV;PARTIDO VERDE;SUSTENTABILIDADE E TRABALHO;1;BRASILEIRA NATA;53;2;MASCULINO;7;ENSINO MÉDIO;9;SEPARADO;2;PRETA;235;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;5;SUPLENTE;N;685.35;311;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000618968;FRANCIMAR NAVA VILARINDO;FRANCIMAR;12;APTO;2;DEFERIDO;COLIGAÇÃO;20;PSC;PARTIDO SOCIAL CRISTÃO;UNIDOS PELO DF 1;1;BRASILEIRA NATA;44;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;257;EMPRESÁRIO;5;SUPLENTE;N;13754.0;3130;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601706;CLAUDETE SILVA DO NASCIMENTO;CLAUDETE;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;45;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;5000.0;725;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000627347;RODGER ROBERTO ALVES DE SOUSA;RODGER DO GRUPO DE EMPREGOS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;27;DC;DEMOCRACIA CRISTÃ;PARTIDO ISOLADO;1;BRASILEIRA NATA;36;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;403;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;4;NÃO ELEITO;N;494.2;651;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615730;CRISTINE VASCONCELOS CARVALHO;CRISTINI VASCONCELOS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;36;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;171;JORNALISTA E REDATOR;5;SUPLENTE;N;8032.13;31;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615684;RENNE LEITE CARMO DE SOUZA;RENNEZÃO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;36;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;;1164;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000615022;WILSON PEREIRA DA SILVA;WILSON GREY;12;APTO;2;DEFERIDO;COLIGAÇÃO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;BRASÍLIA ACIMA DE TUDO;1;BRASILEIRA NATA;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;266;PROFESSOR DE ENSINO MÉDIO;5;SUPLENTE;N;8000.0;604;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612435;PAULO AFONSO RODRIGUES;PAULO PITOMBEIRA;12;APTO;2;DEFERIDO;COLIGAÇÃO;35;PMB;PARTIDO DA MULHER BRASILEIRA;RENOVA DF;1;BRASILEIRA NATA;62;2;MASCULINO;4;ENSINO FUNDAMENTAL;9;SEPARADO;1;BRANCA;257;EMPRESÁRIO;4;NÃO ELEITO;N;6225.0;117;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000629028;DIVINO AMARO DA SILVA;DIVINO DOS PANFLETOS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;50;2;MASCULINO;4;ENSINO FUNDAMENTAL;1;SOLTEIRO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;;100;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000625617;ALINE DE CARVALHO MARTINS REIS;ALINE;12;APTO;2;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;TODOS PELO DF;1;BRASILEIRA NATA;48;4;FEMININO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;131;ADVOGADO;4;NÃO ELEITO;N;10000.0;53;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627450;JULIO LEONARDO MOREIRA;JULIO LANCHONETE;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;44;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;;236;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602365;JULIA LUCY MARQUES ARAUJO;JÚLIA LUCY;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;33;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;296;SERVIDOR PÚBLICO FEDERAL;3;ELEITO POR MÉDIA;N;28397.000000000004;7655;sim
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614462;FRANCISCO DAS CHAGAS DE MEDEIROS;FRANCISCO COKIM;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;44;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;13495.0;111;nao
ESTADUAL;DF;DISTRITO FEDERAL;5;SENADOR;70000610832;MARCELO DA COSTA PINTO NEVES;MARCELO NEVES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;61;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;131;ADVOGADO;4;NÃO ELEITO;N;356799.1000000001;73753;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000629549;GILDETE SANTANA NETO;GILDETE;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;27;DC;DEMOCRACIA CRISTÃ;PARTIDO ISOLADO;1;BRASILEIRA NATA;61;4;FEMININO;6;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;4;NÃO ELEITO;N;;145;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602369;MARIA CLÁUDIA DE VILHENA MORAES;CLÁUDIA VILHENA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;57;4;FEMININO;7;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;257;EMPRESÁRIO;5;SUPLENTE;N;22305.36;2389;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610818;REGINA LUCIA TOME DOS SANTOS;REGINA TOMÉ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;50;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;5015.0;95;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616352;BRUNA AUGUSTO DE SOUSA;BRUNA AUGUSTO;12;APTO;2;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;mobilizar pra mudar;1;BRASILEIRA NATA;35;4;FEMININO;6;ENSINO MÉDIO;9;SEPARADO;1;BRANCA;581;DONA DE CASA;5;SUPLENTE;N;49300.0;477;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000625641;RONALDO PEREIRA DE ARAUJO;RONALDO;12;APTO;2;DEFERIDO;COLIGAÇÃO;27;DC;DEMOCRACIA CRISTÃ;TODOS PELO DF;1;BRASILEIRA NATA;41;2;MASCULINO;4;ENSINO FUNDAMENTAL;3;CASADO(A);2;PRETA;999;OUTROS;4;NÃO ELEITO;N;13.2;1564;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602362;HUMBERTO BARRETO ALENCAR;HUMBERTO ALENCAR ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;41;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;7181.53;1173;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601685;DANIEL PAULO MORENO DOS REIS;DANIEL REIS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;40;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;7020.0;298;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627435;EDUARDO VON SOHSTEN CHAGAS;EDUARDO VON;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;54;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;403;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;5;SUPLENTE;N;;87;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615731;FRANCISCA ELICLEUDA PEREIRA DA SILVA DO COUTO;ELICLEUDA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;44;4;FEMININO;6;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;581;DONA DE CASA;5;SUPLENTE;N;30257.150000000005;95;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627437;FERNANDO DA COSTA COELHO;FERNANDO SERVO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;34;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;257;EMPRESÁRIO;5;SUPLENTE;N;;1283;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614565;JOSIVALDO ALVES FERNANDES;CHOCOLATE BOTAFOGO;12;APTO;2;DEFERIDO;COLIGAÇÃO;19;PODE;PODEMOS;UNIDOS PELO DF 2;1;BRASILEIRA NATA;42;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);2;PRETA;999;OUTROS;5;SUPLENTE;N;5000.0;208;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616396;VANDA CLÉA RODRIGUES DO LAGO;VANDA LAGO;12;APTO;2;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;mobilizar pra mudar;1;BRASILEIRA NATA;52;4;FEMININO;6;ENSINO MÉDIO;9;SEPARADO;3;PARDA;999;OUTROS;5;SUPLENTE;N;;224;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000624322;VERONICA THEML FIALHO GOULART;VERONICA GOULART;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;54;PPL;PARTIDO PÁTRIA LIVRE;PARTIDO ISOLADO;1;BRASILEIRA NATA;52;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;235;PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL;4;NÃO ELEITO;N;29910.0;496;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000607634;MARIA DE JESUS SOEIRO MOTA;NADIR BALEIRA;12;APTO;2;DEFERIDO;COLIGAÇÃO;43;PV;PARTIDO VERDE;SUSTENTABILIDADE E TRABALHO;1;BRASILEIRA NATA;56;4;FEMININO;2;LÊ E ESCREVE;1;SOLTEIRO(A);2;PRETA;169;COMERCIANTE;5;SUPLENTE;N;940.0;44;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610811;VIRIDIANO CUSTODIO DE BRITO;VIRIDIANO BRITO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;60;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;923;APOSENTADO (EXCETO SERVIDOR PÚBLICO);5;SUPLENTE;N;4018.8199999999997;912;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616351;ADEMILSON PEIXOTO SOARES;PROF ADEMILSOM;12;APTO;2;DEFERIDO;COLIGAÇÃO;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;mobilizar pra mudar;1;BRASILEIRA NATA;65;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;922;SERVIDOR PÚBLICO CIVIL APOSENTADO;5;SUPLENTE;N;;203;nao
