TP_ABRANGENCIA;SG_UF;NM_UE;CD_CARGO;DS_CARGO;SQ_CANDIDATO;NM_CANDIDATO;NM_URNA_CANDIDATO;CD_SITUACAO_CANDIDATURA;DS_SITUACAO_CANDIDATURA;CD_DETALHE_SITUACAO_CAND;DS_DETALHE_SITUACAO_CAND;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_COLIGACAO;CD_NACIONALIDADE;DS_NACIONALIDADE;NR_IDADE_DATA_POSSE;CD_GENERO;DS_GENERO;CD_GRAU_INSTRUCAO;DS_GRAU_INSTRUCAO;CD_ESTADO_CIVIL;DS_ESTADO_CIVIL;CD_COR_RACA;DS_COR_RACA;CD_OCUPACAO;DS_OCUPACAO;CD_SIT_TOT_TURNO;DS_SIT_TOT_TURNO;ST_REELEICAO;VR_DESPESA_CONTRATADA;QT_VOTOS_NOMINAIS;ELEITO
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000625620;LUCIA ALVES DE SOUZA;LUCINHA DA SAÚDE;12;APTO;2;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;TODOS PELO DF;1;BRASILEIRA NATA;56;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;113;ENFERMEIRO;4;NÃO ELEITO;N;10000.0;186;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000614430;THAYNARA MELO RODRIGUES;THAYNARA;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília de Mãos Limpas;1;BRASILEIRA NATA;26;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;260;BIBLIOTECÁRIO;5;SUPLENTE;N;19376.730000000003;5449;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000607601;ANGELINA APARECIDA DOURADO SANTOS;CIDINHA SANTOS;12;APTO;2;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SUSTENTABILIDADE E TRABALHO;1;BRASILEIRA NATA;52;4;FEMININO;6;ENSINO MÉDIO;1;SOLTEIRO(A);2;PRETA;224;OPERADOR DE COMPUTADOR;5;SUPLENTE;N;;183;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616378;GERALDO BATISTA ALVES DE SOUSA;ST GERALDO ALVES;12;APTO;2;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;mobilizar pra mudar;1;BRASILEIRA NATA;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;233;POLICIAL MILITAR;5;SUPLENTE;N;15000.0;4732;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614554;ANTÔNIO CARLOS DA SILVA;ANTÔNIO CARLOS;12;APTO;2;DEFERIDO;COLIGAÇÃO;19;PODE;PODEMOS;UNIDOS PELO DF 2;1;BRASILEIRA NATA;51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;230;PEDAGOGO;5;SUPLENTE;N;2785.64;429;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602377;PEDRO PAULO ARAUJO MOREIRA;PEDRO PAULO DO NOVO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;131;ADVOGADO;5;SUPLENTE;N;253.0;560;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612410;FERNANDO MOURA DOS SANTOS;FERNANDO MOURA;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília Justa e de mãos limpas;1;BRASILEIRA NATA;48;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;142;PROFESSOR DE ENSINO SUPERIOR;5;SUPLENTE;N;;5350;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621315;VENERANDA VIEIRA MENDES;VENÊ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;1;BRASILEIRA NATA;58;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;999;OUTROS;4;NÃO ELEITO;N;11774.0;106;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614468;FERNANDO ANTONIO MIRANDA DE VASCONCELOS;FERNANDO VASCONCELOS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;72;2;MASCULINO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;172;PUBLICITÁRIO;5;SUPLENTE;N;20830.300000000003;259;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000625528;FLAVIA CAROLINA PERES;FLAVIA ARRUDA;12;APTO;2;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;UNIÃO E FORÇA;1;BRASILEIRA NATA;39;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;257;EMPRESÁRIO;2;ELEITO POR QP;N;2258998.6899999995;121340;sim
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000625599;FLAVIO JOSÉ BARBOSA DE ALENCASTRO;FLAVIO ALENCASTRO;12;APTO;2;DEFERIDO;COLIGAÇÃO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;TODOS PELO DF;1;BRASILEIRA NATA;56;2;MASCULINO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;296;SERVIDOR PÚBLICO FEDERAL;4;NÃO ELEITO;N;122057.04999999999;2404;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610804;HELLEN CRISTHYAN CORREIA BOAVENTURA;HELLEN FRIDA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;27;4;FEMININO;7;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;54420.06;5791;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610806;MICHEL PLATINI GOMES FERNANDES;MICHEL PLATINI;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;35;2;MASCULINO;7;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;38994.15;2486;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000605618;LEUCIMONIA TRINDADE DA ROCHA RODRIGUES;SIMONE ROCHA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;1;BRASILEIRA NATA;44;4;FEMININO;4;ENSINO FUNDAMENTAL;3;CASADO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;22988.850000000002;493;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000625530;JUSTINO CARVALHO DA SILVA;JUSTINO CARVALHO;12;APTO;2;DEFERIDO;COLIGAÇÃO;22;PR;PARTIDO DA REPÚBLICA;UNIÃO E FORÇA;1;BRASILEIRA NATA;78;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;112426.92000000001;356;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000602345;ASSIS MARINHO CARVALHO;ASSIS MARINHO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;296;SERVIDOR PÚBLICO FEDERAL;4;NÃO ELEITO;N;8835.58;5993;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000607610;JOÃO BATISTA ARRAIS;JOÃO ARRAIS;12;APTO;2;DEFERIDO;COLIGAÇÃO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;SUSTENTABILIDADE E TRABALHO;1;BRASILEIRA NATA;72;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;923;APOSENTADO (EXCETO SERVIDOR PÚBLICO);5;SUPLENTE;N;;212;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601724;SANDRO BERGAMIM;SANDRO BERGAMIM;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;49;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;90950.00000000001;2242;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000620289;VALDINEIA CASTRO MIRANDA DE AMORIM;NEIA AMORIM;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;50;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;125;ADMINISTRADOR;5;SUPLENTE;N;81966.8;723;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000622459;HELIO JOSE DA SILVA LIMA;HÉLIO JOSÉ;12;APTO;2;DEFERIDO;COLIGAÇÃO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;RENOVAR DF 2;1;BRASILEIRA NATA;58;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;101;ENGENHEIRO;4;NÃO ELEITO;N;657006.4;16529;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602376;PAULO CESAR DA ROCHA ANTONY;COMANDANTE  ANTONY;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;57;2;MASCULINO;7;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;181;PILOTO DE AVIAÇÃO COMERCIAL, NAVEGADOR, MECÂNICO DE VÔO E ASSEMELHADOS;5;SUPLENTE;N;9539.739999999998;727;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602357;ELVIS SEITI IWANO;ELVIS SEITI;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;43;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);4;AMARELA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;2596.2700000000004;2629;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621153;JORGE MARQUES DA CRUZ JUNIOR;JORGE MARQUES;12;APTO;16;DEFERIDO COM RECURSO;COLIGAÇÃO;17;PSL;PARTIDO SOCIAL LIBERAL;UMA NOVA ESPERANÇA;1;BRASILEIRA NATA;26;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);1;BRANCA;257;EMPRESÁRIO;4;NÃO ELEITO;N;;222;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627796;WINSTON ALVES DA COSTA DORTA;WINSTON COSTA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;22;PR;PARTIDO DA REPÚBLICA;PARTIDO ISOLADO;1;BRASILEIRA NATA;30;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);2;PRETA;531;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;5;SUPLENTE;N;19995.0;85;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000625627;UZIAS DOS SANTOS DE MATOS;UZIAS MATOS;12;APTO;2;DEFERIDO;COLIGAÇÃO;25;DEM;DEMOCRATAS;TODOS PELO DF;1;BRASILEIRA NATA;35;2;MASCULINO;7;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;257;EMPRESÁRIO;4;NÃO ELEITO;N;;110;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621187;ROBERTO RIBEIRO DE ALMEIDA;BETO RIBEIRO;12;APTO;16;DEFERIDO COM RECURSO;COLIGAÇÃO;54;PPL;PARTIDO PÁTRIA LIVRE;UMA NOVA ESPERANÇA;1;BRASILEIRA NATA;45;2;MASCULINO;7;ENSINO MÉDIO;9;SEPARADO;3;PARDA;931;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;4;NÃO ELEITO;N;;631;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000629837;EVANDRO DE ARAUJO PAULA;EVANDRO ARAUJO;12;APTO;2;DEFERIDO;COLIGAÇÃO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;BRASÍLIA ACIMA DE TUDO;1;BRASILEIRA NATA;25;2;MASCULINO;6;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;931;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;5;SUPLENTE;N;;676;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608922;JOÃO BENEDITO SANTARÉM DE BRITO;JOÃO DITO;12;APTO;2;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;43;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;999;OUTROS;5;SUPLENTE;N;26482.5;1639;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000614469;FRANKLIN MARCIO DE ARAÚJO;MARCIO DOS FEIRANTES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;15;MDB;MOVIMENTO DEMOCRÁTICO BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;43;2;MASCULINO;5;ENSINO FUNDAMENTAL;1;SOLTEIRO(A);1;BRANCA;169;COMERCIANTE;5;SUPLENTE;N;13731.749999999998;353;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627428;CHRISTIANA INOCENCIO;CHRISTIANA INOCENCIO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;47;4;FEMININO;6;ENSINO MÉDIO;1;SOLTEIRO(A);3;PARDA;233;POLICIAL MILITAR;5;SUPLENTE;N;14490.0;142;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602746;ZAQUEU DE OLIVEIRA BRAGA;ZAQUEU BRAGA;12;APTO;2;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ELAS POR NÓS: SEM MEDO DE MUDAR O DF;1;BRASILEIRA NATA;33;2;MASCULINO;7;ENSINO MÉDIO;9;SEPARADO;2;PRETA;999;OUTROS;5;SUPLENTE;N;9167.609999999997;1225;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000618965;RENATO SANTANA DA SILVA;RENATO SANTANA;12;APTO;2;DEFERIDO;COLIGAÇÃO;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;UNIDOS PELO DF 1;1;BRASILEIRA NATA;45;2;MASCULINO;5;ENSINO FUNDAMENTAL;1;SOLTEIRO(A);3;PARDA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;838246.7000000003;31379;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000624618;CHARLES ROBERTO DE LIMA;DR. CHARLES;12;APTO;2;DEFERIDO;COLIGAÇÃO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;RENOVAR DF;1;BRASILEIRA NATA;63;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;111;MÉDICO;4;NÃO ELEITO;N;137213.0;11372;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000604857;CÉLIA REGINA CUNHA DA COSTA;CELIA REGINA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;1;BRASILEIRA NATA;54;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);3;PARDA;403;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;5;SUPLENTE;N;;45;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601710;JAILTON FERREIRA SOUSA;JAILTON VIGILANTE;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;50;2;MASCULINO;4;ENSINO FUNDAMENTAL;3;CASADO(A);3;PARDA;254;VIGILANTE;5;SUPLENTE;N;9982.0;168;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000610796;ROBERTO POLICARPO FAGUNDES;POLICARPO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;13;PT;PARTIDO DOS TRABALHADORES;PARTIDO ISOLADO;1;BRASILEIRA NATA;51;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;293;SERVENTUÁRIO DE JUSTIÇA;5;SUPLENTE;N;139277.68;4592;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602359;FERNANDO MOREIRA OLIVIERE CAIXETA;CAIXETA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;30;NOVO;PARTIDO NOVO;PARTIDO ISOLADO;1;BRASILEIRA NATA;37;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;35011.500000000015;2719;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000601694;GERALDO FRANCISCO DO NASCIMENTO;GERALDO NASCIMENTO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;11;PP;PROGRESSISTAS;PARTIDO ISOLADO;1;BRASILEIRA NATA;63;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;403;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;5;SUPLENTE;N;15462.5;648;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000608937;LINDALVA DE FREITAS MARTINS;LINDA MARTINS;12;APTO;2;DEFERIDO;COLIGAÇÃO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;COLIGAÇÃO UNIDOS PELO DF 3;1;BRASILEIRA NATA;55;4;FEMININO;8;SUPERIOR COMPLETO;9;SEPARADO;1;BRANCA;999;OUTROS;5;SUPLENTE;N;10652.0;128;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621298;FRANCISCO EUQUILDES DE ARAÚJO;EUCLIDES PAPIROS;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;1;BRASILEIRA NATA;64;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;257;EMPRESÁRIO;4;NÃO ELEITO;N;110076.0;288;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000604848;MESSIAS FROES DA SILVA;DR. MESSIAS FROES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PARTIDO ISOLADO;1;BRASILEIRA NATA;71;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;111;MÉDICO;5;SUPLENTE;N;97.17;1087;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615714;GIOVANI GONCALVES CORRADI;GIOVANI CORRADI;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;61;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;999;OUTROS;5;SUPLENTE;N;;218;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621305;OSVALDO RODRIGUES DOS SANTOS;OSVALDO RODRIGUES;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;1;BRASILEIRA NATA;53;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);2;PRETA;296;SERVIDOR PÚBLICO FEDERAL;4;NÃO ELEITO;N;2346.8500000000004;146;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627445;JOAO PAULO SOARES EVANGELISTA;DR. JOAO PAULO ;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;38;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;297;SERVIDOR PÚBLICO ESTADUAL;5;SUPLENTE;N;;395;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000615699;TEODOMIRO CAMINHA LUSTOSA;THEODOMIRO LUSTOSA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PARTIDO ISOLADO;1;BRASILEIRA NATA;64;2;MASCULINO;7;ENSINO MÉDIO;3;CASADO(A);3;PARDA;403;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;5;SUPLENTE;N;1455.0;126;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000629595;NIVALDO DE OLIVEIRA;PROFESSOR NIVALDO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;70;AVANTE;AVANTE;PARTIDO ISOLADO;1;BRASILEIRA NATA;68;2;MASCULINO;8;SUPERIOR COMPLETO;9;SEPARADO;2;PRETA;131;ADVOGADO;5;SUPLENTE;N;;312;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000611662;VALDEMIR HELENO DE SOUSA;VALDEMIR VIGILANTE;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;22;PR;PARTIDO DA REPÚBLICA;PARTIDO ISOLADO;1;BRASILEIRA NATA;46;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);3;PARDA;254;VIGILANTE;5;SUPLENTE;N;19651.6;591;nao
ESTADUAL;DF;DISTRITO FEDERAL;6;DEPUTADO FEDERAL;70000624328;JEFERSON MAXIMINO PINTO;JEFERSON MAXIMINO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;54;PPL;PARTIDO PÁTRIA LIVRE;PARTIDO ISOLADO;1;BRASILEIRA NATA;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;258;BOMBEIRO MILITAR;4;NÃO ELEITO;N;;489;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000612417;LEANDRO ANTONIO GRASS PEIXOTO;LEANDRO GRASS;12;APTO;2;DEFERIDO;COLIGAÇÃO;18;REDE;REDE SUSTENTABILIDADE;Brasília Justa e de mãos limpas;1;BRASILEIRA NATA;33;2;MASCULINO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);1;BRANCA;142;PROFESSOR DE ENSINO SUPERIOR;3;ELEITO POR MÉDIA;N;30507.470000000012;6578;sim
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000621302;LUCIA DIVINA BARREIRA BESSA MARTINS;LUCIA BESSA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;23;PPS;PARTIDO POPULAR SOCIALISTA;PARTIDO ISOLADO;1;BRASILEIRA NATA;55;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;131;ADVOGADO;4;NÃO ELEITO;N;43000.0;811;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000602739;LUDMILA WEIZMANN SUAID LEVYSKI;LUDMILA SUAID;12;APTO;2;DEFERIDO;COLIGAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;ELAS POR NÓS: SEM MEDO DE MUDAR O DF;1;BRASILEIRA NATA;39;4;FEMININO;8;SUPERIOR COMPLETO;1;SOLTEIRO(A);2;PRETA;134;ASSISTENTE SOCIAL;5;SUPLENTE;N;7078.73;1860;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000616390;PAULO THIAGO ALENCAR ANTUNES;PAULO THIAGO CAVEIRA;12;APTO;2;DEFERIDO;COLIGAÇÃO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;mobilizar pra mudar;1;BRASILEIRA NATA;37;2;MASCULINO;6;ENSINO MÉDIO;3;CASADO(A);1;BRANCA;233;POLICIAL MILITAR;5;SUPLENTE;N;17583.7;3100;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000628798;ANDRE LUIS SILVA;ANDRÉ SILVA;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;46;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);3;PARDA;296;SERVIDOR PÚBLICO FEDERAL;5;SUPLENTE;N;;807;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000605621;MARCOS MORENO DE OLIVEIRA;MARCOS MORENO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PARTIDO ISOLADO;1;BRASILEIRA NATA;60;2;MASCULINO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;266;PROFESSOR DE ENSINO MÉDIO;5;SUPLENTE;N;;192;nao
ESTADUAL;DF;DISTRITO FEDERAL;8;DEPUTADO DISTRITAL;70000627465;TANIA ALVES COELHO;TÂNIA ALVES CÔELHO;12;APTO;2;DEFERIDO;PARTIDO ISOLADO;20;PSC;PARTIDO SOCIAL CRISTÃO;PARTIDO ISOLADO;1;BRASILEIRA NATA;53;4;FEMININO;8;SUPERIOR COMPLETO;3;CASADO(A);1;BRANCA;581;DONA DE CASA;5;SUPLENTE;N;245.64;953;nao
